County,State,FIPS Code,Formatted FIPS,Estimated percent of workers with a work commute of more than an
Wyoming,PA,42131,42131,7.82
York,PA,42133,42133,10
Bristol,RI,44001,44001,6.34
Kent,RI,44003,44003,5.89
Newport,RI,44005,44005,5.75
Providence,RI,44007,44007,7.53
Washington,RI,44009,44009,7.46
Abbeville,SC,45001,45001,7.96
Aiken,SC,45003,45003,6.07
Allendale,SC,45005,45005,20.93
Anderson,SC,45007,45007,4.4
Bamberg,SC,45009,45009,11.86
Barnwell,SC,45011,45011,14.04
Beaufort,SC,45013,45013,5.02
Berkeley,SC,45015,45015,7.4
Calhoun,SC,45017,45017,6.55
Charleston,SC,45019,45019,3.59
Cherokee,SC,45021,45021,4.65
Chester,SC,45023,45023,7.76
Chesterfield,SC,45025,45025,8.65
Clarendon,SC,45027,45027,12.46
Colleton,SC,45029,45029,14.8
Darlington,SC,45031,45031,4.85
Dillon,SC,45033,45033,5.45
Dorchester,SC,45035,45035,10.76
Edgefield,SC,45037,45037,6.8
Fairfield,SC,45039,45039,5.65
Florence,SC,45041,45041,6.49
Georgetown,SC,45043,45043,10.36
Greenville,SC,45045,45045,3.64
Greenwood,SC,45047,45047,6.91
Hampton,SC,45049,45049,18.87
Horry,SC,45051,45051,4.07
Jasper,SC,45053,45053,12.02
Kershaw,SC,45055,45055,7.03
Lancaster,SC,45057,45057,10.99
Laurens,SC,45059,45059,6.26
Lee,SC,45061,45061,6.5
Lexington,SC,45063,45063,5.41
McCormick,SC,45065,45065,11.4
Marion,SC,45067,45067,13.16
Marlboro,SC,45069,45069,7.9
Newberry,SC,45071,45071,8.7
Oconee,SC,45073,45073,9.02
Orangeburg,SC,45075,45075,13.98
Pickens,SC,45077,45077,6.08
Richland,SC,45079,45079,4.62
Saluda,SC,45081,45081,12.16
Spartanburg,SC,45083,45083,4.07
Sumter,SC,45085,45085,8.1
Union,SC,45087,45087,9.07
Williamsburg,SC,45089,45089,18.45
York,SC,45091,45091,8.09
Aurora,SD,46003,46003,1.96
Beadle,SD,46005,46005,1.91
Bennett,SD,46007,46007,7.7
Bon Homme,SD,46009,46009,4.16
Brookings,SD,46011,46011,3.17
Brown,SD,46013,46013,1
Brule,SD,46015,46015,2.78
Buffalo,SD,46017,46017,0
Butte,SD,46019,46019,3.93
Campbell,SD,46021,46021,3.79
Charles Mix,SD,46023,46023,2.14
Clark,SD,46025,46025,6.98
Clay,SD,46027,46027,4.74
Codington,SD,46029,46029,3.67
Corson,SD,46031,46031,2.59
Custer,SD,46033,46033,11.28
Davison,SD,46035,46035,3.21
Day,SD,46037,46037,3.09
Deuel,SD,46039,46039,5.87
Dewey,SD,46041,46041,2.41
Douglas,SD,46043,46043,1.66
Edmunds,SD,46045,46045,2.05
Fall River,SD,46047,46047,6.05
Faulk,SD,46049,46049,2.22
Grant,SD,46051,46051,3.5
Gregory,SD,46053,46053,2.73
Haakon,SD,46055,46055,10.95
Hamlin,SD,46057,46057,3.66
Hand,SD,46059,46059,0.73
Hanson,SD,46061,46061,5.89
Harding,SD,46063,46063,5.56
Hughes,SD,46065,46065,1.56
Hutchinson,SD,46067,46067,6.83
Hyde,SD,46069,46069,2.9
Jackson,SD,46071,46071,5.54
Jerauld,SD,46073,46073,3.44
Jones,SD,46075,46075,6.09
Kingsbury,SD,46077,46077,2.95
Lake,SD,46079,46079,5.24
Lawrence,SD,46081,46081,3.48
Lincoln,SD,46083,46083,2.22
Lyman,SD,46085,46085,1.98
McCook,SD,46087,46087,6.73
McPherson,SD,46089,46089,4.99
Marshall,SD,46091,46091,5.93
Meade,SD,46093,46093,3.46
Mellette,SD,46095,46095,1.18
Miner,SD,46097,46097,4.63
Minnehaha,SD,46099,46099,2.52
Moody,SD,46101,46101,2.32
Pennington,SD,46103,46103,2.63
Perkins,SD,46105,46105,3.4
Potter,SD,46107,46107,4.17
Roberts,SD,46109,46109,3.82
Sanborn,SD,46111,46111,2.66
Shannon,SD,46113,46113,7.57
Spink,SD,46115,46115,3.26
Stanley,SD,46117,46117,1.81
Sully,SD,46119,46119,0.71
Todd,SD,46121,46121,1.56
Tripp,SD,46123,46123,4.22
Turner,SD,46125,46125,5.62
Union,SD,46127,46127,2.78
Walworth,SD,46129,46129,3.49
Yankton,SD,46135,46135,4.83
Ziebach,SD,46137,46137,3.56
Anderson,TN,47001,47001,4.2
Bedford,TN,47003,47003,9.8
Benton,TN,47005,47005,7.63
Bledsoe,TN,47007,47007,19.67
Blount,TN,47009,47009,4.93
Bradley,TN,47011,47011,4
Campbell,TN,47013,47013,14.78
Cannon,TN,47015,47015,10.71
Carroll,TN,47017,47017,8.23
Carter,TN,47019,47019,4.85
Cheatham,TN,47021,47021,11.6
Chester,TN,47023,47023,7.86
Claiborne,TN,47025,47025,9.89
Clay,TN,47027,47027,10.26
Cocke,TN,47029,47029,10.36
Coffee,TN,47031,47031,6.94
Crockett,TN,47033,47033,6.36
Cumberland,TN,47035,47035,6.65
Davidson,TN,47037,47037,4.96
Decatur,TN,47039,47039,9.11
DeKalb,TN,47041,47041,15.56
Dickson,TN,47043,47043,17.15
Dyer,TN,47045,47045,6.64
Fayette,TN,47047,47047,9.5
Fentress,TN,47049,47049,8.78
Franklin,TN,47051,47051,6.72
Gibson,TN,47053,47053,5.07
Giles,TN,47055,47055,13.3
Grainger,TN,47057,47057,12.9
Greene,TN,47059,47059,4.56
Grundy,TN,47061,47061,10.41
Hamblen,TN,47063,47063,6.76
Hamilton,TN,47065,47065,3.02
Hancock,TN,47067,47067,12
Hardeman,TN,47069,47069,16.22
Hardin,TN,47071,47071,9.12
Hawkins,TN,47073,47073,6.86
Haywood,TN,47075,47075,6.12
Henderson,TN,47077,47077,7.84
Henry,TN,47079,47079,5.92
Hickman,TN,47081,47081,21.29
Houston,TN,47083,47083,17.52
Humphreys,TN,47085,47085,18.85
Jackson,TN,47087,47087,11.51
Jefferson,TN,47089,47089,7.37
Johnson,TN,47091,47091,7.75
Knox,TN,47093,47093,3.25
Lake,TN,47095,47095,4.2
Lauderdale,TN,47097,47097,12.02
Lawrence,TN,47099,47099,10.52
Lewis,TN,47101,47101,8.11
Lincoln,TN,47103,47103,11.18
Loudon,TN,47105,47105,3.05
McMinn,TN,47107,47107,6.23
McNairy,TN,47109,47109,8.58
Macon,TN,47111,47111,19.35
Madison,TN,47113,47113,4.04
Marion,TN,47115,47115,9.56
Marshall,TN,47117,47117,13.49
Maury,TN,47119,47119,12.35
Meigs,TN,47121,47121,10.34
Monroe,TN,47123,47123,9.85
Montgomery,TN,47125,47125,9.14
Moore,TN,47127,47127,10.17
Morgan,TN,47129,47129,9.68
Obion,TN,47131,47131,4.35
Overton,TN,47133,47133,7.76
Perry,TN,47135,47135,9.96
Pickett,TN,47137,47137,10.69
Polk,TN,47139,47139,8.9
Putnam,TN,47141,47141,6.96
Rhea,TN,47143,47143,8.24
Roane,TN,47145,47145,6.92
Robertson,TN,47147,47147,11.33
Rutherford,TN,47149,47149,11.21
Scott,TN,47151,47151,14.9
Sequatchie,TN,47153,47153,17.28
Sevier,TN,47155,47155,5.09
Shelby,TN,47157,47157,2.66
Smith,TN,47159,47159,16.63
Stewart,TN,47161,47161,13.08
Sullivan,TN,47163,47163,3.21
Sumner,TN,47165,47165,11.04
Tipton,TN,47167,47167,15.49
Trousdale,TN,47169,47169,21.33
Unicoi,TN,47171,47171,4.87
Union,TN,47173,47173,10.31
Van Buren,TN,47175,47175,10.13
Warren,TN,47177,47177,9.62
Washington,TN,47179,47179,2.95
Wayne,TN,47181,47181,15.29
Weakley,TN,47183,47183,5.94
White,TN,47185,47185,6.56
Williamson,TN,47187,47187,6.6
Wilson,TN,47189,47189,10.68
Anderson,TX,48001,48001,7.43
Andrews,TX,48003,48003,11.67
Angelina,TX,48005,48005,5.74
Aransas,TX,48007,48007,5.22
Archer,TX,48009,48009,3.27
Armstrong,TX,48011,48011,4.58
Atascosa,TX,48013,48013,11.29
Austin,TX,48015,48015,14.6
Bailey,TX,48017,48017,5.43
Bandera,TX,48019,48019,22.53
Bastrop,TX,48021,48021,14.91
Baylor,TX,48023,48023,1.51
Bee,TX,48025,48025,8.42
Bell,TX,48027,48027,5.72
Bexar,TX,48029,48029,5.64
Blanco,TX,48031,48031,13.71
Borden,TX,48033,48033,9.09
Bosque,TX,48035,48035,12.04
Bowie,TX,48037,48037,3.45
Brazoria,TX,48039,48039,12.12
Brazos,TX,48041,48041,2.92
Brewster,TX,48043,48043,3.71
Briscoe,TX,48045,48045,5.01
Brooks,TX,48047,48047,4.71
Brown,TX,48049,48049,2.98
Burleson,TX,48051,48051,6.51
Burnet,TX,48053,48053,11.79
Caldwell,TX,48055,48055,19.05
Calhoun,TX,48057,48057,3.85
Callahan,TX,48059,48059,7.92
Cameron,TX,48061,48061,2.34
Camp,TX,48063,48063,10.47
Carson,TX,48065,48065,3.96
Cass,TX,48067,48067,6.51
Castro,TX,48069,48069,5.35
Chambers,TX,48071,48071,10.97
Cherokee,TX,48073,48073,9.01
Childress,TX,48075,48075,6.53
Clay,TX,48077,48077,8.32
Cochran,TX,48079,48079,15.03
Coke,TX,48081,48081,13.63
Coleman,TX,48083,48083,9.51
Collin,TX,48085,48085,9.64
Collingsworth,TX,48087,48087,1.34
Colorado,TX,48089,48089,9.49
Comal,TX,48091,48091,13.58
Comanche,TX,48093,48093,9.29
Concho,TX,48095,48095,9.49
Cooke,TX,48097,48097,10.84
Coryell,TX,48099,48099,6.74
Cottle,TX,48101,48101,3.19
Crane,TX,48103,48103,16.23
Crockett,TX,48105,48105,24.66
Crosby,TX,48107,48107,4.52
Culberson,TX,48109,48109,3.68
Dallam,TX,48111,48111,1.51
Dallas,TX,48113,48113,7.96
Dawson,TX,48115,48115,7.92
Deaf Smith,TX,48117,48117,3.52
Delta,TX,48119,48119,17.57
Denton,TX,48121,48121,9.11
DeWitt,TX,48123,48123,10.22
Dickens,TX,48125,48125,16.96
Dimmit,TX,48127,48127,8.92
Donley,TX,48129,48129,13.59
Duval,TX,48131,48131,18.41
Eastland,TX,48133,48133,9.11
Ector,TX,48135,48135,8.61
Edwards,TX,48137,48137,1.73
Ellis,TX,48139,48139,14.32
El Paso,TX,48141,48141,4.3
Erath,TX,48143,48143,5.22
Falls,TX,48145,48145,6.17
Fannin,TX,48147,48147,17.26
Fayette,TX,48149,48149,10
Fisher,TX,48151,48151,4.87
Floyd,TX,48153,48153,6.88
Foard,TX,48155,48155,9.42
Fort Bend,TX,48157,48157,13.29
Franklin,TX,48159,48159,11.48
Freestone,TX,48161,48161,11.36
Frio,TX,48163,48163,7.87
Gaines,TX,48165,48165,10.87
Galveston,TX,48167,48167,10.68
Garza,TX,48169,48169,9.59
Gillespie,TX,48171,48171,6.71
Glasscock,TX,48173,48173,6.29
Goliad,TX,48175,48175,14.53
Gonzales,TX,48177,48177,12.93
Gray,TX,48179,48179,8.49
Grayson,TX,48181,48181,10.41
Gregg,TX,48183,48183,4.19
Grimes,TX,48185,48185,11.27
Guadalupe,TX,48187,48187,8.36
Hale,TX,48189,48189,5.79
Hall,TX,48191,48191,6.41
Hamilton,TX,48193,48193,10.07
Hansford,TX,48195,48195,4.95
Hardeman,TX,48197,48197,2.83
Hardin,TX,48199,48199,8.66
Harris,TX,48201,48201,10.27
Harrison,TX,48203,48203,4.32
Hartley,TX,48205,48205,3.85
Haskell,TX,48207,48207,7.71
Hays,TX,48209,48209,13.33
Hemphill,TX,48211,48211,8.25
Henderson,TX,48213,48213,18.37
Hidalgo,TX,48215,48215,4.09
Hill,TX,48217,48217,12.77
Hockley,TX,48219,48219,6.47
Hood,TX,48221,48221,14.01
Hopkins,TX,48223,48223,9.22
Houston,TX,48225,48225,9.13
Howard,TX,48227,48227,6.32
Hudspeth,TX,48229,48229,16.31
Hunt,TX,48231,48231,19.31
Hutchinson,TX,48233,48233,3.41
Irion,TX,48235,48235,9.29
Jack,TX,48237,48237,13.01
Jackson,TX,48239,48239,8.65
Jasper,TX,48241,48241,19.74
Jeff Davis,TX,48243,48243,3.97
Jefferson,TX,48245,48245,5.33
Jim Hogg,TX,48247,48247,18.35
Jim Wells,TX,48249,48249,17.36
Johnson,TX,48251,48251,8.95
Jones,TX,48253,48253,4.29
Karnes,TX,48255,48255,10.73
Kaufman,TX,48257,48257,22.3
Kendall,TX,48259,48259,12.74
Kenedy,TX,48261,48261,1.93
Kent,TX,48263,48263,5.58
Kerr,TX,48265,48265,6.86
Kimble,TX,48267,48267,9.7
King,TX,48269,48269,7.48
Kinney,TX,48271,48271,0.83
Kleberg,TX,48273,48273,5.36
Knox,TX,48275,48275,7.98
Lamar,TX,48277,48277,6.26
Lamb,TX,48279,48279,5.66
Lampasas,TX,48281,48281,11.11
La Salle,TX,48283,48283,14.09
Lavaca,TX,48285,48285,13.41
Lee,TX,48287,48287,20.49
Leon,TX,48289,48289,13.35
Liberty,TX,48291,48291,23.65
Limestone,TX,48293,48293,6.07
Lipscomb,TX,48295,48295,6.88
Live Oak,TX,48297,48297,21.02
Llano,TX,48299,48299,15.54
Loving,TX,48301,48301,25.93
Lubbock,TX,48303,48303,3.02
Lynn,TX,48305,48305,2.72
McCulloch,TX,48307,48307,6.08
McLennan,TX,48309,48309,3.49
McMullen,TX,48311,48311,10.22
Madison,TX,48313,48313,9.47
Marion,TX,48315,48315,10.92
Martin,TX,48317,48317,0.59
Mason,TX,48319,48319,3.39
Matagorda,TX,48321,48321,8.15
Maverick,TX,48323,48323,11.7
Medina,TX,48325,48325,13.75
Menard,TX,48327,48327,21.38
Midland,TX,48329,48329,4.58
Milam,TX,48331,48331,13.53
Mills,TX,48333,48333,4.92
Mitchell,TX,48335,48335,8.75
Montague,TX,48337,48337,10.28
Montgomery,TX,48339,48339,16.02
Moore,TX,48341,48341,3.77
Morris,TX,48343,48343,8.41
Motley,TX,48345,48345,7.51
Nacogdoches,TX,48347,48347,5.88
Navarro,TX,48349,48349,13.04
Newton,TX,48351,48351,23.45
Nolan,TX,48353,48353,4.97
Nueces,TX,48355,48355,2.99
Ochiltree,TX,48357,48357,8.69
Oldham,TX,48359,48359,5.65
Orange,TX,48361,48361,4.64
Palo Pinto,TX,48363,48363,9.88
Panola,TX,48365,48365,8.78
Parker,TX,48367,48367,13.18
Parmer,TX,48369,48369,2.25
Pecos,TX,48371,48371,9.86
Polk,TX,48373,48373,18.73
Potter,TX,48375,48375,4.22
Presidio,TX,48377,48377,11.86
Rains,TX,48379,48379,22.79
Randall,TX,48381,48381,4.29
Reagan,TX,48383,48383,11.6
Real,TX,48385,48385,1.58
Red River,TX,48387,48387,8.4
Reeves,TX,48389,48389,11.62
Refugio,TX,48391,48391,9.13
Roberts,TX,48393,48393,6.45
Robertson,TX,48395,48395,9.15
Rockwall,TX,48397,48397,18.72
Runnels,TX,48399,48399,7.23
Rusk,TX,48401,48401,8.76
Sabine,TX,48403,48403,13.69
San Augustine,TX,48405,48405,7.51
San Jacinto,TX,48407,48407,28.75
San Patricio,TX,48409,48409,4.95
San Saba,TX,48411,48411,16.61
Schleicher,TX,48413,48413,13.76
Scurry,TX,48415,48415,4.49
Shackelford,TX,48417,48417,6.23
Shelby,TX,48419,48419,11.59
Sherman,TX,48421,48421,10.74
Smith,TX,48423,48423,5.66
Somervell,TX,48425,48425,16.1
Starr,TX,48427,48427,11.42
Stephens,TX,48429,48429,5.3
Sterling,TX,48431,48431,12.03
Stonewall,TX,48433,48433,5.34
Sutton,TX,48435,48435,4.2
Swisher,TX,48437,48437,10.12
Tarrant,TX,48439,48439,7.68
Taylor,TX,48441,48441,3.04
Terrell,TX,48443,48443,12.73
Terry,TX,48445,48445,3.52
Throckmorton,TX,48447,48447,6.31
Titus,TX,48449,48449,6.67
Tom Green,TX,48451,48451,5.58
Travis,TX,48453,48453,5.96
Trinity,TX,48455,48455,18.51
Tyler,TX,48457,48457,20.19
Upshur,TX,48459,48459,7.84
Upton,TX,48461,48461,16.44
Uvalde,TX,48463,48463,7.3
Val Verde,TX,48465,48465,4.4
Van Zandt,TX,48467,48467,21.57
Victoria,TX,48469,48469,4.81
Walker,TX,48471,48471,7.97
Waller,TX,48473,48473,15.77
Ward,TX,48475,48475,10.85
Washington,TX,48477,48477,7.48
Webb,TX,48479,48479,3.83
Wharton,TX,48481,48481,11.44
Wheeler,TX,48483,48483,9.9
Wichita,TX,48485,48485,2.76
Wilbarger,TX,48487,48487,3.39
Willacy,TX,48489,48489,4.61
Williamson,TX,48491,48491,9.03
Wilson,TX,48493,48493,14.95
Winkler,TX,48495,48495,13.15
Wise,TX,48497,48497,14.48
Wood,TX,48499,48499,12.56
Yoakum,TX,48501,48501,9.25
Young,TX,48503,48503,5.43
Zapata,TX,48505,48505,12.18
Zavala,TX,48507,48507,6.02
Beaver,UT,49001,49001,5.88
Box Elder,UT,49003,49003,6.97
Cache,UT,49005,49005,4.34
Carbon,UT,49007,49007,6.55
Daggett,UT,49009,49009,8.97
Davis,UT,49011,49011,4.59
Duchesne,UT,49013,49013,7.01
Emery,UT,49015,49015,6.13
Garfield,UT,49017,49017,5.06
Grand,UT,49019,49019,2.43
Iron,UT,49021,49021,6.09
Juab,UT,49023,49023,9.38
Kane,UT,49025,49025,1.98
Millard,UT,49027,49027,5.08
Morgan,UT,49029,49029,10.85
Piute,UT,49031,49031,12.8
Rich,UT,49033,49033,8.05
Salt Lake,UT,49035,49035,3.46
San Juan,UT,49037,49037,11.44
Sanpete,UT,49039,49039,9.74
Sevier,UT,49041,49041,4.92
Summit,UT,49043,49043,5.68
Tooele,UT,49045,49045,10.94
Uintah,UT,49047,49047,6.88
Utah,UT,49049,49049,5.42
Wasatch,UT,49051,49051,5.47
Washington,UT,49053,49053,2.36
Wayne,UT,49055,49055,6.62
Weber,UT,49057,49057,6.83
Addison,VT,50001,50001,7.92
Bennington,VT,50003,50003,6.06
Caledonia,VT,50005,50005,9.67
Chittenden,VT,50007,50007,3.67
Essex,VT,50009,50009,7.56
Franklin,VT,50011,50011,6.34
Grand Isle,VT,50013,50013,10.8
Lamoille,VT,50015,50015,10.31
Orange,VT,50017,50017,7.28
Orleans,VT,50019,50019,9.81
Rutland,VT,50021,50021,5.42
Washington,VT,50023,50023,5.52
Windham,VT,50025,50025,5.72
Windsor,VT,50027,50027,5.06
Accomack,VA,51001,51001,4.55
Albemarle,VA,51003,51003,4.11
Alleghany,VA,51005,51005,9.29
Amelia,VA,51007,51007,23.96
Amherst,VA,51009,51009,9.54
Appomattox,VA,51011,51011,5.63
Arlington,VA,51013,51013,7.16
Augusta,VA,51015,51015,3.99
Bath,VA,51017,51017,6.95
Bedford,VA,51019,51019,5.42
Bland,VA,51021,51021,7.62
Botetourt,VA,51023,51023,6.89
Brunswick,VA,51025,51025,9.86
Buchanan,VA,51027,51027,8.03
Buckingham,VA,51029,51029,18.67
Campbell,VA,51031,51031,4.77
Caroline,VA,51033,51033,15.6
Carroll,VA,51035,51035,7.23
Charles City,VA,51036,51036,8.87
Charlotte,VA,51037,51037,16.56
Chesterfield,VA,51041,51041,4.57
Clarke,VA,51043,51043,23.14
Craig,VA,51045,51045,6.49
Culpeper,VA,51047,51047,27.22
Cumberland,VA,51049,51049,35.72
Dickenson,VA,51051,51051,10.42
Dinwiddie,VA,51053,51053,9.4
Essex,VA,51057,51057,23.37
Fairfax,VA,51059,51059,13.48
Fauquier,VA,51061,51061,28.59
Floyd,VA,51063,51063,14.17
Fluvanna,VA,51065,51065,10.7
Franklin,VA,51067,51067,10.2
Frederick,VA,51069,51069,18.64
Giles,VA,51071,51071,4.5
Gloucester,VA,51073,51073,15.91
Goochland,VA,51075,51075,7.58
Grayson,VA,51077,51077,7.67
Greene,VA,51079,51079,6.06
Greensville,VA,51081,51081,6.62
Halifax,VA,51083,51083,10.3
Hanover,VA,51085,51085,5.2
Henrico,VA,51087,51087,3.89
Henry,VA,51089,51089,6.41
Highland,VA,51091,51091,18.24
Isle of Wight,VA,51093,51093,8.97
James City,VA,51095,51095,8.36
King and Queen,VA,51097,51097,18.34
King George,VA,51099,51099,23.22
King William,VA,51101,51101,14.57
Lancaster,VA,51103,51103,13.03
Lee,VA,51105,51105,13.75
Loudoun,VA,51107,51107,17.63
Louisa,VA,51109,51109,14.12
Lunenburg,VA,51111,51111,13.81
Madison,VA,51113,51113,9.8
Mathews,VA,51115,51115,30.19
Mecklenburg,VA,51117,51117,9.2
Middlesex,VA,51119,51119,16.03
Montgomery,VA,51121,51121,3.69
Nelson,VA,51125,51125,7.62
New Kent,VA,51127,51127,6.68
Northampton,VA,51131,51131,3.94
Northumberland,VA,51133,51133,13.82
Nottoway,VA,51135,51135,18.29
Orange,VA,51137,51137,22.64
Page,VA,51139,51139,16.84
Patrick,VA,51141,51141,10.02
Pittsylvania,VA,51143,51143,6.49
Powhatan,VA,51145,51145,7.86
Prince Edward,VA,51147,51147,9.95
Prince George,VA,51149,51149,6.63
Prince William,VA,51153,51153,25.9
Pulaski,VA,51155,51155,6.44
Rappahannock,VA,51157,51157,28.31
Richmond,VA,51159,51159,14.55
Roanoke,VA,51161,51161,3.8
Rockbridge,VA,51163,51163,9.62
Rockingham,VA,51165,51165,4.45
Russell,VA,51167,51167,10.39
Scott,VA,51169,51169,7.31
Shenandoah,VA,51171,51171,12.43
Smyth,VA,51173,51173,4.87
Southampton,VA,51175,51175,15.97
Spotsylvania,VA,51177,51177,23.95
Stafford,VA,51179,51179,28.68
Surry,VA,51181,51181,25.59
Sussex,VA,51183,51183,17.09
Tazewell,VA,51185,51185,9.7
Warren,VA,51187,51187,33.18
Washington,VA,51191,51191,6.68
Westmoreland,VA,51193,51193,25.08
Wise,VA,51195,51195,5.89
Wythe,VA,51197,51197,5.24
York,VA,51199,51199,4.46
Alexandria City,VA,51510,51510,10.8
Bedford City,VA,51515,51515,N/A
Bristol City,VA,51520,51520,3.65
Buena Vista City,VA,51530,51530,7.79
Charlottesville City,VA,51540,51540,2.76
Chesapeake City,VA,51550,51550,4.71
Colonial Heights City,VA,51570,51570,4.32
Covington City,VA,51580,51580,4.6
Danville City,VA,51590,51590,4.82
Emporia City,VA,51595,51595,4.7
Fairfax City,VA,51600,51600,11.65
Falls Church City,VA,51610,51610,8.69
Franklin City,VA,51620,51620,11.4
Fredericksburg City,VA,51630,51630,16.79
Galax City,VA,51640,51640,5.99
Hampton City,VA,51650,51650,5.39
Harrisonburg City,VA,51660,51660,2.87
Hopewell City,VA,51670,51670,4.09
Lexington City,VA,51678,51678,7.97
Lynchburg City,VA,51680,51680,4.75
Manassas City,VA,51683,51683,22.9
Manassas Park City,VA,51685,51685,25.71
Martinsville City,VA,51690,51690,5.83
Newport News City,VA,51700,51700,6.06
Norfolk City,VA,51710,51710,4.06
Norton City,VA,51720,51720,2.67
Petersburg City,VA,51730,51730,3.39
Poquoson City,VA,51735,51735,4.45
Portsmouth City,VA,51740,51740,3.8
Radford City,VA,51750,51750,2.67
Richmond City,VA,51760,51760,4.17
Roanoke City,VA,51770,51770,3.93
Salem City,VA,51775,51775,2.47
Staunton City,VA,51790,51790,3.91
Suffolk City,VA,51800,51800,7.91
Virginia Beach City,VA,51810,51810,4.01
Waynesboro City,VA,51820,51820,3.74
Williamsburg City,VA,51830,51830,6.52
Winchester City,VA,51840,51840,14.4
Adams,WA,53001,53001,5.7
Asotin,WA,53003,53003,4.97
Benton,WA,53005,53005,5.12
Chelan,WA,53007,53007,4.17
Clallam,WA,53009,53009,7.76
Clark,WA,53011,53011,8.55
Columbia,WA,53013,53013,6.09
Cowlitz,WA,53015,53015,10.24
Douglas,WA,53017,53017,3.68
Ferry,WA,53019,53019,9.61
Franklin,WA,53021,53021,4.86
Garfield,WA,53023,53023,5.38
Grant,WA,53025,53025,3.55
Grays Harbor,WA,53027,53027,12.24
Island,WA,53029,53029,14.49
Jefferson,WA,53031,53031,10.14
King,WA,53033,53033,10.11
Kitsap,WA,53035,53035,13.91
Kittitas,WA,53037,53037,8.3
Klickitat,WA,53039,53039,6.74
Lewis,WA,53041,53041,12.67
Lincoln,WA,53043,53043,9.94
Mason,WA,53045,53045,14.79
Okanogan,WA,53047,53047,3.89
Pacific,WA,53049,53049,7.79
Pend Oreille,WA,53051,53051,21.01
Pierce,WA,53053,53053,15.67
San Juan,WA,53055,53055,4.64
Skagit,WA,53057,53057,10.03
Skamania,WA,53059,53059,13.08
Snohomish,WA,53061,53061,15.69
Spokane,WA,53063,53063,3.69
Stevens,WA,53065,53065,11.1
Thurston,WA,53067,53067,9.55
Wahkiakum,WA,53069,53069,20.75
Walla Walla,WA,53071,53071,5.01
Whatcom,WA,53073,53073,5.02
Whitman,WA,53075,53075,2.53
Yakima,WA,53077,53077,3.06
Barbour,WV,54001,54001,9
Berkeley,WV,54003,54003,13.16
Boone,WV,54005,54005,15.6
Braxton,WV,54007,54007,12.98
Brooke,WV,54009,54009,8.33
Cabell,WV,54011,54011,3.73
Calhoun,WV,54013,54013,18.78
Clay,WV,54015,54015,27.66
Doddridge,WV,54017,54017,16.47
Fayette,WV,54019,54019,14.23
Gilmer,WV,54021,54021,16.12
Grant,WV,54023,54023,7.83
Greenbrier,WV,54025,54025,5.11
Hampshire,WV,54027,54027,19.07
Hancock,WV,54029,54029,8.04
Hardy,WV,54031,54031,8.83
Harrison,WV,54033,54033,6.36
Jackson,WV,54035,54035,10.96
Jefferson,WV,54037,54037,25.41
Kanawha,WV,54039,54039,3.98
Lewis,WV,54041,54041,10.3
Lincoln,WV,54043,54043,14.95
Logan,WV,54045,54045,13.05
McDowell,WV,54047,54047,11.2
Marion,WV,54049,54049,4.93
Marshall,WV,54051,54051,8.89
Mason,WV,54053,54053,11.73
Mercer,WV,54055,54055,7.68
Mineral,WV,54057,54057,8.01
Mingo,WV,54059,54059,14.64
Monongalia,WV,54061,54061,4.63
Monroe,WV,54063,54063,18.9
Morgan,WV,54065,54065,18.52
Nicholas,WV,54067,54067,16.26
Ohio,WV,54069,54069,4.52
Pendleton,WV,54071,54071,23.32
Pleasants,WV,54073,54073,7.57
Pocahontas,WV,54075,54075,7.34
Preston,WV,54077,54077,12.87
Putnam,WV,54079,54079,4.8
Raleigh,WV,54081,54081,9.84
Randolph,WV,54083,54083,9.26
Ritchie,WV,54085,54085,10.53
Roane,WV,54087,54087,15.57
Summers,WV,54089,54089,9.11
Taylor,WV,54091,54091,8.89
Tucker,WV,54093,54093,14.3
Tyler,WV,54095,54095,7.61
Upshur,WV,54097,54097,9.62
Wayne,WV,54099,54099,9.29
Webster,WV,54101,54101,14.78
Wetzel,WV,54103,54103,17.1
Wirt,WV,54105,54105,19.19
Wood,WV,54107,54107,3.72
Wyoming,WV,54109,54109,18.53
Adams,WI,55001,55001,10.31
Ashland,WI,55003,55003,4.6
Barron,WI,55005,55005,7.41
Bayfield,WI,55007,55007,8.06
Brown,WI,55009,55009,3.06
Buffalo,WI,55011,55011,5.45
Burnett,WI,55013,55013,14.86
Calumet,WI,55015,55015,3.16
Chippewa,WI,55017,55017,5.35
Clark,WI,55019,55019,5.6
Columbia,WI,55021,55021,6.14
Crawford,WI,55023,55023,7.83
Dane,WI,55025,55025,2.96
Dodge,WI,55027,55027,6.66
Door,WI,55029,55029,3.62
Douglas,WI,55031,55031,4.64
Dunn,WI,55033,55033,6.9
Eau Claire,WI,55035,55035,3.63
Florence,WI,55037,55037,6.29
Fond du Lac,WI,55039,55039,4.79
Forest,WI,55041,55041,5.81
Grant,WI,55043,55043,4.87
Green,WI,55045,55045,6.38
Green Lake,WI,55047,55047,8.14
Iowa,WI,55049,55049,8.61
Iron,WI,55051,55051,6.26
Jackson,WI,55053,55053,5.36
Jefferson,WI,55055,55055,6.96
Juneau,WI,55057,55057,6.65
Kenosha,WI,55059,55059,9.03
Kewaunee,WI,55061,55061,4.17
